#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2018-09-13T21:38:06 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)
#INFO	-ref=VIZ5b9ad8a317a66
#INFO	-out.max=unlimited
#INFO	queryParameters=33
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/AJ/141/166&tab:{J/AJ/141/166/vars}&key:source=J/AJ/141/166/vars&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/AJ/141/166/vars
#-order=I
#-out=HAT
#-out=n_HAT
#-out=pmRA
#-out=pmDE
#-out=Jmag
#-out=Hmag
#-out=Kmag
#-out=Vmag
#-out=r_Vmag
#-out=Pe
#-out=dR.e1
#-out=dR.e2
#-out=Qe
#-out=Pt
#-out=dR.t1
#-out=dR.t2
#-out=Qt
#-out=N
#-out=2M
#2M=2M
#-out=Simbad
#Simbad=Simbad
#-out=RAJ2000
#-out=DEJ2000
#

#RESOURCE=yCat_51410166
#Name: J/AJ/141/166
#Title: HATNet variability survey of K and M dwarfs (Hartman+, 2011)
#Table	J_AJ_141_166_vars:
#Name: J/AJ/141/166/vars
#Title: Catalog of periodic variables (table6)
#Column	HAT	(A11)	HAT designation (FFF-NNNNNNN)	[ucd=meta.id,meta.main]
#Column	n_HAT	(A1)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	pmRA	(F8.2)	PPMX Proper motion in Right Ascension	[ucd=pos.pm,pos.eq.ra]
#Column	pmDE	(F8.2)	PPMX Proper motion in Declination	[ucd=pos.pm,pos.eq.dec]
#Column	Jmag	(F7.3)	2MASS J apparent magnitude	[ucd=phot.mag,em.IR.J]
#Column	Hmag	(F7.3)	2MASS H apparent magnitude	[ucd=phot.mag,em.IR.H]
#Column	Kmag	(F7.3)	2MASS Ks apparent magnitude	[ucd=phot.mag,em.IR.K]
#Column	Vmag	(F7.3)	Magnitude (apparent) in V filter	[ucd=phot.mag,em.opt.V]
#Column	r_Vmag	(I1)	[0/2] Source for Vmag (G1)	[ucd=meta.ref,pos.frame]
#Column	Pe	(F10.6)	? Period from AH applied to the EPD light curves (1)	[ucd=time.period]
#Column	dR.e1	(F6.3)	? R Amplitude of EPD lc phased at Pe (2)	[ucd=phot.mag,em.opt.R]
#Column	dR.e2	(F6.3)	? R Amplitude of TFA lc phased at Pe (2)	[ucd=phot.mag,em.opt.R]
#Column	Qe	(I1)	[0/2] Quality flag for AH/EPD (3)	[ucd=meta.code.qual]
#Column	Pt	(F10.6)	? Period from AH applied to the TFA light curves (1)	[ucd=time.period]
#Column	dR.t1	(F6.3)	? R Amplitude of EPD lc phased at Pt (2)	[ucd=phot.mag,em.opt.R]
#Column	dR.t2	(F6.3)	? R Amplitude of TFA lc phased at Pt (2)	[ucd=phot.mag,em.opt.R]
#Column	Qt	(I1)	[0/2] Quality flag for AH/TFA, 0=ok (3)	[ucd=meta.code.qual]
#Column	N	(I2)	Number of other 2MASS sources within 30" of the source	[ucd=meta.number]
#Column	2M	(A2)	Display details of the 2MASS data (Cutri et al. 2003, Cat. II/246)	[ucd=meta.ref.url]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref]
#Column	RAJ2000	(A11)	2MASS Right Ascension J2000	[ucd=pos.eq.ra,meta.main]
#Column	DEJ2000	(A11)	2MASS Declination J2000	[ucd=pos.eq.dec,meta.main]
# , ,mas/yr,mas/yr,mag,mag,mag,mag, ,d,mag,mag, ,d,mag,mag, , , , ,"h:m:s","d:m:s"
#-----------,-,--------,--------,-------,-------,-------,-------,-,----------,------,------,-,----------,------,------,-,--,--,------,-----------,-----------
HAT,n_HAT,pmRA,pmDE,Jmag,Hmag,Kmag,Vmag,r_Vmag,Pe,dR.e1,dR.e2,Qe,Pt,dR.t1,dR.t2,Qt,N,2M,Simbad,RAJ2000,DEJ2000
148-0001343,X,  -64.24,  100.17, 10.140,  9.520,  9.246, 14.274,1,  0.100689,      ,      ,0,  0.100689,      ,      ,0, 0,2M,Simbad,15 53 04.85,+44 57 44.6
148-0001434, ,  -50.36,   42.54, 10.389,  9.780,  9.608, 12.405,1,          ,      ,      ,2, 30.755790,      ,      ,0, 0,2M,Simbad,15 18 58.83,+46 48 19.6
148-0001598, ,   18.87,  -76.56, 10.435,  9.831,  9.585, 14.082,1,          ,      ,      ,2, 16.171962,      ,      ,0, 0,2M,Simbad,15 35 04.27,+41 16 44.8
148-0001689,X,  -54.58,   -8.76, 10.507,  9.892,  9.648, 14.200,1,  0.374628,      ,      ,0,  0.374674,      ,      ,0, 1,2M,Simbad,15 47 11.91,+41 48 21.9
148-0002499, ,   46.61,  -49.33, 11.108, 10.456, 10.293, 13.582,1, 24.910434,      ,      ,1,          ,      ,      ,2, 1,2M,Simbad,15 51 45.92,+47 04 01.8
148-0002894, ,  -35.74,   -5.25, 11.305, 10.670, 10.488, 14.235,1, 11.760592,      ,      ,0, 11.760592,      ,      ,0, 0,2M,Simbad,15 43 03.51,+46 31 37.1
148-0003403, ,  -38.63,  -24.77, 11.487, 10.837, 10.634, 14.589,1,  7.375041,      ,      ,0,  7.424800,      ,      ,0, 0,2M,Simbad,15 33 25.17,+47 05 33.2
148-0003822, ,   10.09,  -33.36, 11.710, 11.043, 10.897, 14.136,1,  7.063946,      ,      ,0,  7.103027,      ,      ,0, 1,2M,Simbad,15 41 52.19,+46 33 40.4
148-0003839, ,    1.10,  -42.66, 11.726, 11.076, 10.925, 13.974,1,          ,      ,      ,2, 15.017809,      ,      ,0, 0,2M,Simbad,15 48 59.42,+46 08 03.4
148-0004193, ,  -48.77,  -19.25, 11.884, 11.308, 11.124, 14.223,1,  1.247193,      ,      ,0,  1.249925,      ,      ,0, 0,2M,Simbad,15 29 00.70,+43 45 54.1
148-0004254, ,  -36.82,   -1.89, 11.775, 11.106, 10.904, 14.820,1,          ,      ,      ,2,  3.310175,      ,      ,0, 0,2M,Simbad,15 18 14.05,+46 28 58.9
148-0004526, ,  -69.02,   -0.39, 11.896, 11.233, 11.046, 14.253,1,  0.521737,      ,      ,0,  0.521697,      ,      ,0, 1,2M,Simbad,15 18 48.33,+43 54 50.2
148-0006356, ,  -33.09,    8.81, 12.436, 11.817, 11.639, 15.278,1,  0.252453,      ,      ,0,  0.252538,      ,      ,0, 1,2M,Simbad,15 49 47.40,+42 57 10.3
148-0007182, ,  -36.41,   -2.48, 12.614, 12.007, 11.819, 14.567,1,  0.681347,      ,      ,0,  0.681347,      ,      ,0, 0,2M,Simbad,15 19 58.69,+42 33 44.1
149-0000549, , -115.88,  -19.06,  8.976,  8.314,  8.150, 11.814,1, 19.599262,      ,      ,0, 19.276997,      ,      ,0, 0,2M,Simbad,16 23 40.10,+45 44 00.2
149-0000622, ,  124.63, -232.37,  9.074,  8.444,  8.220, 12.368,0, 69.153027,      ,      ,0, 63.730204,      ,      ,1, 0,2M,Simbad,15 57 52.43,+43 53 44.3
149-0000703, ,  -72.45, -231.53,  9.268,  8.613,  8.432, 11.856,0,          ,      ,      ,2, 27.127444,      ,      ,0, 0,2M,Simbad,16 15 56.47,+42 24 07.3
149-0001016, ,  -55.69,  -14.99,  9.797,  9.215,  9.021, 12.179,1, 20.355733,      ,      ,1,          ,      ,      ,2, 0,2M,Simbad,15 55 38.44,+46 23 26.2
149-0001062, , -342.51, -142.11,  9.686,  9.049,  8.788, 13.938,0, 69.437154,      ,      ,1, 69.989867,      ,      ,1, 1,2M,Simbad,16 04 52.52,+48 27 41.7
149-0001263, ,   54.45,   13.98,  9.970,  9.326,  9.117, 12.712,1,          ,      ,      ,2, 26.755982,      ,      ,0, 1,2M,Simbad,16 20 25.58,+43 57 43.9
149-0001505, ,   34.47,   23.46, 10.281,  9.639,  9.496, 12.939,1,          ,      ,      ,2, 16.570522,      ,      ,0, 1,2M,Simbad,16 23 15.05,+42 57 39.7
149-0001513,x,   55.42,   32.39, 10.286,  9.653,  9.501, 12.719,1,  0.787771,      ,      ,0,  0.787807,      ,      ,0, 1,2M,Simbad,16 03 51.74,+42 36 54.3
149-0001601, ,   23.36,   94.64, 10.269,  9.595,  9.414, 12.409,1, 17.372644,      ,      ,0, 17.135651,      ,      ,0, 2,2M,Simbad,16 21 31.32,+44 00 36.2
149-0001689, ,   -9.61,   49.03, 10.451,  9.817,  9.682, 12.905,1,  8.054757,      ,      ,0,  8.036353,      ,      ,0, 0,2M,Simbad,16 14 13.28,+42 23 49.7
149-0001951,X,  -52.03,   21.14, 10.514,  9.876,  9.663, 14.022,1,  1.632492,      ,      ,0,  1.632795,      ,      ,0, 0,2M,Simbad,16 24 14.83,+48 23 25.9
149-0001989,X,  -52.95,   67.92, 10.479,  9.877,  9.598, 14.650,1,  2.364530,      ,      ,0,  2.364212,      ,      ,0, 0,2M,Simbad,16 24 31.40,+45 49 57.0
149-0002003, , -217.95,   62.95, 10.534,  9.852,  9.661, 13.906,1, 44.946184,      ,      ,1, 44.946184,      ,      ,1, 2,2M,Simbad,16 10 37.91,+47 23 41.8
149-0002171,X,  -20.82,   59.26, 10.537,  9.903,  9.608, 14.874,1,          ,      ,      ,2,  4.068619,      ,      ,0, 0,2M,Simbad,16 18 24.92,+44 37 11.0
149-0002220,X,    5.23,   36.21, 10.663, 10.056,  9.804, 13.959,1,  5.685144,      ,      ,0,  5.665261,      ,      ,0, 0,2M,Simbad,16 19 50.77,+41 19 31.1
149-0002429, , -174.83,   15.09, 10.818, 10.232,  9.987, 14.341,1,          ,      ,      ,2, 49.452336,      ,      ,0, 1,2M,Simbad,15 57 21.88,+46 57 10.3
149-0002481, ,   47.33,  -40.36, 10.857, 10.290, 10.033, 14.354,1,          ,      ,      ,2, 37.316218,      ,      ,0, 1,2M,Simbad,16 23 49.23,+43 04 15.3
149-0002526, ,  -42.72,   63.20, 10.801, 10.097,  9.884, 14.061,1,  3.636956,      ,      ,0,  3.634701,      ,      ,0, 0,2M,Simbad,16 25 18.32,+45 57 45.9
149-0002783, ,   36.03,  -32.86, 10.981, 10.393, 10.135, 14.757,1,  0.958697,      ,      ,0, 24.415677,      ,      ,0, 0,2M,Simbad,16 29 18.23,+45 30 26.7
149-0002812, ,   39.88,   62.23, 11.088, 10.444, 10.288, 13.143,1,          ,      ,      ,2, 18.293811,      ,      ,0, 1,2M,Simbad,15 59 53.79,+45 42 57.1
149-0003281, ,  -21.49,   23.45, 11.212, 10.555, 10.360, 13.732,1, 12.937651,      ,      ,0, 12.731586,      ,      ,0, 0,2M,Simbad,16 01 29.77,+43 07 47.7
149-0004322, ,  -47.16,   46.03, 11.606, 10.941, 10.759, 14.391,1,  0.370105,      ,      ,0,          ,      ,      ,2, 1,2M,Simbad,16 22 06.55,+45 56 53.7
149-0004881, ,  -23.12,   35.27, 11.791, 11.123, 10.959, 14.356,1,  0.111502,      ,      ,0,          ,      ,      ,2, 0,2M,Simbad,16 13 26.80,+46 51 04.5
149-0006225, ,  -40.42,    5.40, 12.208, 11.567, 11.433, 14.523,1,          ,      ,      ,2,  8.412471,      ,      ,0, 1,2M,Simbad,15 56 07.64,+45 24 03.1
150-0000834, ,   46.72,   43.89,  9.293,  8.608,  8.465, 11.617,0, 13.976151,      ,      ,0, 13.887852,      ,      ,0, 2,2M,Simbad,16 31 47.59,+42 54 08.9
150-0001576, ,  -86.92, -287.83, 10.048,  9.428,  9.215, 13.197,0,          ,      ,      ,2, 40.653693,      ,      ,1, 2,2M,Simbad,17 03 06.66,+42 39 34.1
150-0001689, ,    6.57, -109.71, 10.108,  9.491,  9.262, 13.935,1,          ,      ,      ,2, 92.429638,      ,      ,1, 0,2M,Simbad,16 32 06.34,+46 10 18.2
150-0001698, ,  -37.75,   28.49, 10.204,  9.646,  9.435, 12.768,1,  2.838103,      ,      ,0,  2.836730,      ,      ,0, 1,2M,Simbad,16 30 24.54,+46 38 06.6
150-0001767, ,  -22.39,   34.46, 10.271,  9.647,  9.491, 12.713,1,          ,      ,      ,2, 13.386260,      ,      ,0, 2,2M,Simbad,17 01 03.26,+44 26 39.7
150-0004283, ,  -33.44,   10.94, 11.284, 10.586, 10.367, 14.713,1,  0.980396,      ,      ,0,          ,      ,      ,2, 1,2M,Simbad,16 31 59.00,+48 28 17.5
150-0004986, ,    4.13,   32.92, 11.540, 10.876, 10.664, 14.182,1,  2.797566,      ,      ,0,  2.799554,      ,      ,0, 0,2M,Simbad,17 02 20.01,+46 12 30.5
151-0000522, , -207.36,  268.90,  8.514,  7.890,  7.736, 10.970,0, 12.895517,      ,      ,0, 12.836693,      ,      ,0, 0,2M,Simbad,17 09 19.65,+41 26 09.5
151-0001140, ,   25.18, -356.86,  9.363,  8.696,  8.524, 12.277,1, 36.441988,      ,      ,0, 37.164402,      ,      ,0, 2,2M,Simbad,17 20 45.34,+48 25 08.1
151-0001370, ,  -21.78,  -74.94,  9.681,  9.038,  8.909, 10.961,1, 32.584052,      ,      ,0, 33.132105,      ,      ,0, 3,2M,Simbad,17 17 21.72,+43 12 53.4
151-0001548,X,  -44.80,   91.02,  9.740,  9.177,  8.939, 13.701,1,  1.754007,      ,      ,0,  1.754632,      ,      ,0, 1,2M,Simbad,17 08 07.11,+48 29 26.8
151-0001692, ,   21.03,   76.94,  9.888,  9.276,  9.096, 12.107,1, 12.961414,      ,      ,0, 12.963844,      ,      ,0, 1,2M,Simbad,17 41 59.51,+42 57 46.8
151-0001848, ,  -22.73, -142.23,  9.912,  9.290,  9.043, 13.969,1, 76.048150,      ,      ,0, 63.716080,      ,      ,1, 0,2M,Simbad,17 36 34.85,+45 49 32.5
151-0002022, ,   -8.74,  160.21, 10.037,  9.421,  9.184, 13.572,1,          ,      ,      ,2, 30.094983,      ,      ,1, 0,2M,Simbad,17 07 51.13,+47 00 18.3
151-0002633,X,  334.19, -366.60, 10.350,  9.713,  9.483, 13.699,1,          ,      ,      ,2, 18.037935,      ,      ,0, 1,2M,Simbad,17 07 20.94,+46 30 28.4
151-0002777,X,   18.09,  -83.00, 10.445,  9.855,  9.609, 14.535,1, 32.234318,      ,      ,0, 32.174329,      ,      ,1, 1,2M,Simbad,17 41 57.64,+47 53 54.3
151-0003055, ,  -33.43,   58.33, 10.588,  9.952,  9.742, 13.455,1,          ,      ,      ,2, 14.849468,      ,      ,0, 1,2M,Simbad,17 11 39.32,+47 46 41.6
151-0003469, ,  -33.56,   15.34, 10.863, 10.244, 10.087, 12.930,1, 29.485520,      ,      ,0, 32.234318,      ,      ,1, 0,2M,Simbad,17 39 44.53,+45 49 41.4
151-0003531, ,  -12.51,   83.09, 10.780, 10.125,  9.920, 13.477,1,          ,      ,      ,2, 13.162640,      ,      ,0, 4,2M,Simbad,17 14 24.44,+46 25 59.2
151-0003694, ,   29.49,   30.88, 10.884, 10.274, 10.071, 13.634,1,  0.828762,      ,      ,1,          ,      ,      ,2, 1,2M,Simbad,17 26 39.54,+46 05 21.9
151-0003729,x,  -47.25,   56.28, 10.969, 10.373, 10.208, 13.165,1,          ,      ,      ,2,  0.580882,      ,      ,0, 1,2M,Simbad,17 22 50.75,+46 12 04.8
151-0004128, ,   11.67,  -78.64, 10.960, 10.354, 10.095, 14.537,1,  1.550383,      ,      ,0,  1.551360,      ,      ,0, 0,2M,Simbad,17 30 29.29,+43 37 58.4
151-0005557,X,   -8.44,   52.30, 11.432, 10.778, 10.597, 13.760,1,          ,      ,      ,2,  3.323245,      ,      ,0, 1,2M,Simbad,17 37 35.66,+46 39 23.3
151-0006278, ,   51.26, -227.97, 11.672, 11.044, 10.895, 13.918,0, 14.084985,      ,      ,0,          ,      ,      ,2, 0,2M,Simbad,17 32 51.63,+43 45 08.9
151-0006566, ,   -6.40,   32.26, 11.714, 11.159, 10.944, 14.118,1,  6.364331,      ,      ,0,  6.351420,      ,      ,0, 2,2M,Simbad,17 21 33.46,+46 21 55.4
151-0007012, ,  -32.15,   36.02, 11.805, 11.170, 11.011, 13.938,1,  1.843640,      ,      ,0,  1.843640,      ,      ,0, 1,2M,Simbad,17 31 46.72,+45 35 28.2
151-0007195, ,   16.52,   83.56, 11.774, 11.144, 10.938, 14.325,1,          ,      ,      ,2,  8.064233,      ,      ,0, 0,2M,Simbad,17 40 41.87,+46 39 43.7
151-0008303, ,  -63.08,  117.94, 11.912, 11.213, 11.019, 14.832,1,          ,      ,      ,2, 20.486300,      ,      ,0, 1,2M,Simbad,17 16 41.67,+46 40 01.5
151-0014135, ,   -5.01,  -64.07, 12.788, 12.130, 11.991, 14.918,1, 14.258302,      ,      ,0,          ,      ,      ,2, 0,2M,Simbad,17 21 08.84,+43 26 10.0
151-0016148, ,  -30.15,  -28.22, 12.913, 12.300, 12.092, 12.999,1,          ,      ,      ,2, 53.222096,      ,      ,1, 4,2M,Simbad,17 37 31.38,+44 58 34.1
152-0000233, ,  -12.53,  337.21,  7.264,  6.655,  6.455, 10.306,0, 39.520696,      ,      ,0,          ,      ,      ,2, 0,2M,Simbad,18 16 31.09,+45 33 27.6
152-0000439,X,  -17.74,  575.75,  7.847,  7.254,  7.000, 11.779,0, 31.643331,      ,      ,0,          ,      ,      ,2, 1,2M,Simbad,17 57 50.96,+46 35 18.2
152-0000706, ,   50.39,  -89.03,  8.563,  7.917,  7.773, 10.870,0, 15.703750,      ,      ,0, 16.060346,      ,      ,0, 2,2M,Simbad,18 11 57.65,+46 14 00.8
152-0001609, ,  -83.43,  -68.38,  9.558,  8.860,  8.746, 12.095,1, 34.398562,      ,      ,0, 34.744303,      ,      ,1, 2,2M,Simbad,17 56 13.26,+44 00 57.2
152-0001857, ,   37.35,   50.22,  9.749,  9.112,  8.967, 11.980,1, 30.478528,      ,      ,0,          ,      ,      ,2, 0,2M,Simbad,18 15 55.95,+45 32 25.7
152-0001999, ,   87.93,  -13.86,  9.738,  9.115,  8.892, 13.138,1,          ,      ,      ,2, 41.278916,      ,      ,1, 0,2M,Simbad,17 59 36.89,+45 16 17.6
152-0002100, ,   55.89,  308.69,  9.765,  9.141,  8.893, 12.949,0, 43.374428,      ,      ,1, 43.925446,      ,      ,1, 2,2M,Simbad,17 42 53.37,+43 00 58.2
152-0002288, ,  -83.47,  -45.59,  9.954,  9.312,  9.134, 13.090,1,          ,      ,      ,2, 41.953471,      ,      ,1, 0,2M,Simbad,17 47 17.07,+47 15 34.3
152-0002839, ,   -1.11,   91.39, 10.107,  9.488,  9.206, 13.500,1, 35.467857,      ,      ,1,          ,      ,      ,2, 2,2M,Simbad,18 13 19.88,+48 19 35.4
152-0003732,X,   70.04,  -23.51, 10.499,  9.921,  9.641, 14.308,1,  4.452905,      ,      ,0,  4.450040,      ,      ,0, 1,2M,Simbad,17 44 08.34,+47 34 40.3
152-0003749, ,  -23.52,   38.37, 10.613,  9.940,  9.803, 13.453,1, 10.731457,      ,      ,0, 10.735623,      ,      ,0, 0,2M,Simbad,17 53 36.50,+47 46 24.4
152-0004497, ,   24.87,  136.41, 10.741, 10.154,  9.885, 15.183,1,  0.650767,      ,      ,0,  0.650706,      ,      ,0, 0,2M,Simbad,17 55 14.82,+46 49 06.9
152-0004890, ,   -7.80,  -32.46, 10.968, 10.354, 10.187, 13.819,1,  8.940485,      ,      ,0,  8.941341,      ,      ,0, 0,2M,Simbad,18 14 03.44,+46 38 06.4
152-0005030, ,   60.88,   -8.83, 10.935, 10.381, 10.125, 14.732,1, 64.274378,      ,      ,0,          ,      ,      ,2, 1,2M,Simbad,18 13 57.45,+43 46 21.0
152-0005612, ,  -32.18,  -67.80, 11.132, 10.463, 10.327, 13.851,1, 31.752329,      ,      ,0, 31.214723,      ,      ,0, 1,2M,Simbad,17 52 15.70,+43 43 26.9
152-0005913, ,  -44.61,   43.95, 11.188, 10.638, 10.405, 14.486,1,  0.606242,      ,      ,0,  0.606215,      ,      ,0, 1,2M,Simbad,17 51 47.03,+44 00 48.3
152-0007008, ,   13.19,  -93.57, 11.444, 10.822, 10.662, 13.864,1,  1.924857,      ,      ,0,  1.924321,      ,      ,0, 2,2M,Simbad,18 06 29.47,+46 56 33.8
152-0007498, ,    8.88,  -31.21, 11.499, 10.883, 10.697, 13.950,1, 12.188213,      ,      ,0, 12.172119,      ,      ,0, 0,2M,Simbad,17 56 48.46,+47 22 37.0
152-0007826, ,  -32.63,  -51.96, 11.598, 10.945, 10.814, 13.308,1, 12.193587,      ,      ,0, 12.102867,      ,      ,0, 1,2M,Simbad,17 51 35.49,+47 11 36.6
152-0007897, ,  -25.03, -122.31, 11.527, 10.869, 10.685, 14.609,1,          ,      ,      ,2,  0.570475,      ,      ,0, 0,2M,Simbad,18 12 02.25,+43 54 35.1
152-0009081,X,   -9.07,  -70.33, 11.652, 10.968, 10.751, 14.482,1,  5.454563,      ,      ,0,  5.456716,      ,      ,0, 2,2M,Simbad,17 57 49.34,+47 16 28.5
152-0009897, ,   25.32,   19.24, 11.905, 11.385, 11.144, 14.778,1, 18.125889,      ,      ,0,          ,      ,      ,2, 1,2M,Simbad,18 14 34.74,+48 10 27.7
152-0010711, ,  -51.50,   18.15, 11.932, 11.221, 11.066, 14.474,2,  6.707425,      ,      ,0,          ,      ,      ,2, 1,2M,Simbad,17 49 09.28,+45 35 07.1
152-0011208,x,    5.81,  -40.70, 11.982, 11.362, 11.133, 15.230,1,  0.594576,      ,      ,0,  0.594653,      ,      ,0, 1,2M,Simbad,18 08 36.32,+44 56 00.3
152-0013853, ,  -10.35,  -33.95, 12.295, 11.655, 11.456, 15.264,1,          ,      ,      ,2, 21.262521,      ,      ,0, 0,2M,Simbad,18 13 31.65,+46 26 20.7
152-0015481, ,  -26.80,  -53.93, 12.512, 11.899, 11.721, 14.968,1,  1.411010,      ,      ,0,  1.411082,      ,      ,0, 0,2M,Simbad,18 07 42.32,+43 44 41.9
152-0019533, ,  -46.89,  -26.23, 12.849, 12.220, 12.057, 15.228,2,  2.761000,      ,      ,0,  2.761000,      ,      ,0, 2,2M,Simbad,18 16 14.74,+41 43 48.4
153-0000772, ,    1.53,   82.99,  8.525,  7.943,  7.795, 10.944,0,  9.936123,      ,      ,0,          ,      ,      ,2, 3,2M,Simbad,18 36 04.37,+41 30 23.6
153-0001130, ,  -68.83,  -21.81,  8.788,  8.114,  7.916, 11.876,1, 27.694497,      ,      ,0, 27.694497,      ,      ,0, 1,2M,Simbad,18 19 34.57,+42 01 37.6
153-0001781, , -116.49,  -35.84,  9.334,  8.654,  8.457, 12.438,1, 39.858066,      ,      ,0, 39.807093,      ,      ,0, 2,2M,Simbad,18 18 22.27,+41 25 36.1
153-0002012, ,   34.89,  109.88,  9.555,  8.908,  8.745, 11.829,0, 16.761241,      ,      ,0, 16.568346,      ,      ,0, 2,2M,Simbad,18 27 26.93,+45 27 14.4
153-0002203, ,  -74.22,   50.96,  9.586,  8.912,  8.728, 12.989,1, 41.707745,      ,      ,0,          ,      ,      ,2, 1,2M,Simbad,18 33 53.30,+48 44 01.3
153-0002610, ,  -53.29,  -33.11,  9.910,  9.294,  9.142, 12.131,1, 14.304758,      ,      ,0, 14.448318,      ,      ,0, 3,2M,Simbad,18 27 43.70,+48 30 42.6
153-0002837,X,   -6.57,  143.61,  9.855,  9.244,  8.987, 12.508,2, 21.522016,      ,      ,0, 21.522016,      ,      ,0, 0,2M,Simbad,18 44 11.40,+48 14 11.9
153-0003620, ,  -57.71, -218.33, 10.202,  9.598,  9.382, 12.578,0, 39.520696,      ,      ,0, 39.520696,      ,      ,0, 2,2M,Simbad,18 24 23.79,+46 11 31.3
153-0003695, ,  -98.63, -219.67, 10.271,  9.694,  9.489, 13.708,0, 41.505501,      ,      ,1,          ,      ,      ,2, 0,2M,Simbad,18 21 06.74,+42 41 41.4
153-0003699, ,   23.17,  164.73, 10.203,  9.542,  9.351, 13.401,1, 20.343552,      ,      ,0,          ,      ,      ,2, 3,2M,Simbad,18 31 04.59,+46 37 36.0
153-0003706,X,  -13.42,  -71.52, 10.213,  9.558,  9.368, 13.350,1,  6.654533,      ,      ,0,  6.651689,      ,      ,0, 5,2M,Simbad,18 20 15.74,+44 35 54.3
153-0003832, ,   29.85,  151.86, 10.262,  9.619,  9.422, 12.791,1,  0.157503,      ,      ,0,  0.157510,      ,      ,0, 2,2M,Simbad,18 53 32.55,+47 26 06.6
153-0004641, ,  -30.22,  -78.58, 10.431,  9.791,  9.551, 14.111,1, 38.372746,      ,      ,1,          ,      ,      ,2, 0,2M,Simbad,18 37 06.40,+42 31 22.9
153-0004692, ,  105.66, -106.42, 10.517,  9.964,  9.712, 14.397,1,  3.872512,      ,      ,1,  3.872512,      ,      ,0, 1,2M,Simbad,18 43 57.07,+44 26 24.1
153-0005255, ,  -51.73, -165.18, 10.722, 10.069,  9.932, 13.287,0, 28.427834,      ,      ,0, 28.357839,      ,      ,0, 2,2M,Simbad,18 48 01.17,+47 43 55.4
153-0005461, ,  -22.55,   25.22, 10.667,  9.970,  9.794, 13.933,1,          ,      ,      ,2,  5.809927,      ,      ,0, 0,2M,Simbad,18 18 57.41,+47 33 41.9
153-0006225, ,   -4.92,  -29.86, 10.824, 10.089,  9.937, 13.361,1,          ,      ,      ,2,  7.866304,      ,      ,0, 3,2M,Simbad,18 26 20.60,+45 38 59.2
153-0011623, ,   11.93,   48.51, 11.659, 11.006, 10.815, 14.622,1,  2.847923,      ,      ,0,  2.848591,      ,      ,0, 1,2M,Simbad,18 51 27.31,+43 40 28.3
153-0012291, ,  -17.17,   69.08, 11.741, 11.045, 10.895, 14.725,1,  6.979635,      ,      ,0,  6.979635,      ,      ,0, 0,2M,Simbad,18 48 39.58,+46 18 31.9
153-0012909, ,  -43.19,  -20.59, 11.832, 11.242, 11.034, 15.073,1,  0.122952,      ,      ,0,  0.122952,      ,      ,0, 4,2M,Simbad,18 29 40.73,+46 09 42.1
153-0018081, ,  -21.76,  -37.86, 12.268, 11.626, 11.447, 14.667,1,  0.632615,      ,      ,0,  0.632016,      ,      ,0, 0,2M,Simbad,18 19 19.43,+47 25 56.3
153-0019454, ,   15.21,   28.04, 12.323, 11.642, 11.463, 14.778,1, 17.831686,      ,      ,0,          ,      ,      ,2, 2,2M,Simbad,18 19 32.04,+45 17 35.6
153-0029062, ,   -3.89,  -38.37, 12.963, 12.382, 12.194, 14.808,1,  6.758468,      ,      ,0,  6.774369,      ,      ,0, 1,2M,Simbad,18 39 25.02,+43 35 23.4
154-0001367,X,   33.15,  160.22,  8.624,  8.000,  7.761, 11.907,1, 15.650304,      ,      ,0, 15.143371,      ,      ,0, 3,2M,Simbad,19 21 32.10,+42 30 52.1
154-0003296, ,   12.89,   84.56,  9.688,  9.077,  8.888, 12.092,1, 16.725359,      ,      ,0,          ,      ,      ,2, 0,2M,Simbad,19 28 55.63,+43 36 56.1
154-0003423, ,   66.14,  301.85,  9.598,  9.010,  8.717, 13.894,1, 70.165801,      ,      ,1,          ,      ,      ,2, 1,2M,Simbad,18 56 26.29,+46 22 53.2
154-0006329, ,  -40.55,   33.85, 10.353,  9.691,  9.503, 13.491,1, 23.604844,      ,      ,0,          ,      ,      ,2, 3,2M,Simbad,19 09 27.16,+47 54 37.2
154-0006925, ,   50.07,   46.21, 10.498,  9.886,  9.687, 13.219,1, 15.648153,      ,      ,0, 15.653245,      ,      ,0, 3,2M,Simbad,19 25 48.73,+42 51 04.2
154-0008865, ,   18.37,   29.09, 10.836, 10.206, 10.051, 13.430,1,  6.627720,      ,      ,0,          ,      ,      ,2, 8,2M,Simbad,19 24 32.00,+41 22 45.8
154-0010744, ,   22.14,   27.65, 11.051, 10.421, 10.255, 13.503,1, 11.924597,      ,      ,0, 12.026851,      ,      ,0, 3,2M,Simbad,19 11 03.14,+43 18 02.0
